name,asciiname,country,lat,lon,timezone,population
Shanghai,Shanghai,CN,31.22222,121.45806,Asia/Shanghai,24874500
Beijing,Beijing,CN,39.9075,116.39723,Asia/Shanghai,18960744
Shenzhen,Shenzhen,CN,22.54554,114.0683,Asia/Shanghai,17494398
Guangzhou,Guangzhou,CN,23.11667,113.25,Asia/Shanghai,16096724
Kinshasa,Kinshasa,CD,-4.32758,15.31357,Africa/Kinshasa,16000000
Istanbul,Istanbul,TR,41.01384,28.94966,Europe/Istanbul,15701602
Lagos,Lagos,NG,6.45407,3.39467,Africa/Lagos,15388000
Ho Chi Minh City,Ho Chi Minh City,VN,10.82302,106.62965,Asia/Ho_Chi_Minh,14002598
Chengdu,Chengdu,CN,30.66667,104.06667,Asia/Shanghai,13568357
Lahore,Lahore,PK,31.558,74.35071,Asia/Karachi,13004135
Mumbai,Mumbai,IN,19.07283,72.88261,Asia/Kolkata,12691836
São Paulo,Sao Paulo,BR,-23.5475,-46.63611,America/Sao_Paulo,12400232
Mexico City,Mexico City,MX,19.42847,-99.12766,America/Mexico_City,12294193
Karachi,Karachi,PK,24.8608,67.0104,Asia/Karachi,11624219
Tianjin,Tianjin,CN,39.14222,117.17667,Asia/Shanghai,11090314
Delhi,Delhi,IN,28.65195,77.23149,Asia/Kolkata,11034555
Wuhan,Wuhan,CN,30.58333,114.26667,Asia/Shanghai,10392693
Moscow,Moscow,RU,55.75204,37.61781,Europe/Moscow,10381222
Dhaka,Dhaka,BD,23.7104,90.40744,Asia/Dhaka,10356500
Seoul,Seoul,KR,37.566,126.9784,Asia/Seoul,10349312
Tokyo,Tokyo,JP,35.6895,139.69171,Asia/Tokyo,9733276
Dongguan,Dongguan,CN,23.01797,113.74866,Asia/Shanghai,9644871
Cairo,Cairo,EG,30.06263,31.24967,Africa/Cairo,9606916
Xi’an,Xi'an,CN,34.25833,108.92861,Asia/Shanghai,9600000
Johannesburg,Johannesburg,ZA,-26.20227,28.04363,Africa/Johannesburg,9418183
Nanjing,Nanjing,CN,32.06167,118.77778,Asia/Shanghai,9314685
Hangzhou,Hangzhou,CN,30.29365,120.16142,Asia/Shanghai,9236032
Foshan,Foshan,CN,23.02677,113.13148,Asia/Shanghai,9042509
London,London,GB,51.50853,-0.12574,Europe/London,8961989
New York City,New York City,US,40.71427,-74.00597,America/New_York,8804190
Jakarta,Jakarta,ID,-6.21462,106.84513,Asia/Jakarta,8540121
Bengaluru,Bengaluru,IN,12.97194,77.59369,Asia/Kolkata,8495492
Hanoi,Hanoi,VN,21.0245,105.84117,Asia/Bangkok,8053663
Taipei,Taipei,TW,25.05306,121.52639,Asia/Taipei,7871900
Lima,Lima,PE,-12.04318,-77.02824,America/Lima,7737002
Bogotá,Bogota,CO,4.60971,-74.08175,America/Bogota,7674366
Chongqing,Chongqing,CN,29.56026,106.55771,Asia/Shanghai,7457599
Hong Kong,Hong Kong,HK,22.27832,114.17469,Asia/Hong_Kong,7396076
Baghdad,Baghdad,IQ,33.34058,44.40088,Asia/Baghdad,7216000
Wuzhong,Wuzhong,CN,37.9867,106.201,Asia/Shanghai,7202654
Qingdao,Qingdao,CN,36.06488,120.38042,Asia/Shanghai,7172451
Tehran,Tehran,IR,35.69439,51.42151,Asia/Tehran,7153309
Shenyang,Shenyang,CN,41.79222,123.43278,Asia/Shanghai,7050000
Hyderabad,Hyderabad,IN,17.38405,78.45636,Asia/Kolkata,6993262
Rio de Janeiro,Rio de Janeiro,BR,-22.90642,-43.18223,America/Sao_Paulo,6747815
Suzhou,Suzhou,CN,31.30408,120.59538,Asia/Shanghai,6715559
Ahmedabad,Ahmedabad,IN,23.02579,72.58727,Asia/Kolkata,6357693
Abidjan,Abidjan,CI,5.35444,-4.00167,Africa/Abidjan,6321017
Pudong,Pudong,CN,31.23995,121.50094,Asia/Shanghai,5681512
Singapore,Singapore,SG,1.28967,103.85007,Asia/Singapore,5638700
Sydney,Sydney,AU,-33.86785,151.20732,Australia/Sydney,5557233
Dar es Salaam,Dar es Salaam,TZ,-6.82349,39.26951,Africa/Dar_es_Salaam,5383728
Saint Petersburg,Saint Petersburg,RU,59.93863,30.31413,Europe/Moscow,5351935
Melbourne,Melbourne,AU,-37.814,144.96332,Australia/Melbourne,5350705
Alexandria,Alexandria,EG,31.20176,29.91582,Africa/Cairo,5263542
Harbin,Harbin,CN,45.75,126.65,Asia/Shanghai,5242897
Bangkok,Bangkok,TH,13.75398,100.50144,Asia/Bangkok,5104476
Hefei,Hefei,CN,31.86389,117.28083,Asia/Shanghai,5050000
Dalian,Dalian,CN,38.91222,121.60222,Asia/Shanghai,4913879
Kano,Kano,NG,12.00012,8.51672,Africa/Lagos,4910000
Santiago,Santiago,CL,-33.45694,-70.64827,America/Santiago,4837295
Cape Town,Cape Town,ZA,-33.92584,18.42322,Africa/Johannesburg,4772846
Peshawar,Peshawar,PK,34.008,71.57849,Asia/Karachi,4758762
Changchun,Changchun,CN,43.88,125.32278,Asia/Shanghai,4714996
Jeddah,Jeddah,SA,21.49012,39.18624,Asia/Riyadh,4697000
Chennai,Chennai,IN,13.08784,80.27847,Asia/Kolkata,4681087
Kolkata,Kolkata,IN,22.56263,88.36304,Asia/Kolkata,4631392
Xiamen,Xiamen,CN,24.47979,118.08187,Asia/Shanghai,4617251
Surat,Surat,IN,21.19594,72.83023,Asia/Kolkata,4591246
Yangon,Yangon,MM,16.80528,96.15611,Asia/Yangon,4477638
Bao'an,Bao'an,CN,22.55213,113.88288,Asia/Shanghai,4476554
Kabul,Kabul,AF,34.52813,69.17233,Asia/Kabul,4434550
Nairobi,Nairobi,KE,-1.28333,36.81667,Africa/Nairobi,4397073
Wuxi,Wuxi,CN,31.56887,120.28857,Asia/Shanghai,4396835
Giza,Giza,EG,30.00944,31.20861,Africa/Cairo,4367343
Jinan,Jinan,CN,36.66833,116.99722,Asia/Shanghai,4335989
Taiyuan,Taiyuan,CN,37.86944,112.56028,Asia/Shanghai,4303673
Zhengzhou,Zhengzhou,CN,34.75778,113.64861,Asia/Shanghai,4253913
Bamako,Bamako,ML,12.60915,-7.97522,Africa/Bamako,4227569
Riyadh,Riyadh,SA,24.68773,46.72185,Asia/Riyadh,4205961
New Taipei City,New Taipei City,TW,25.06199,121.45703,Asia/Taipei,4004367
New Territories,New Territories,HK,22.42441,114.11095,Asia/Hong_Kong,3984077
Shijiazhuang,Shijiazhuang,CN,38.04139,114.47861,Asia/Shanghai,3938513
Chattogram,Chattogram,BD,22.3384,91.83168,Asia/Dhaka,3920222
Addis Ababa,Addis Ababa,ET,9.02497,38.74689,Africa/Addis_Ababa,3860000
Kunming,Kunming,CN,25.03889,102.71833,Asia/Shanghai,3855346
Zhongshan,Zhongshan,CN,22.52306,113.37912,Asia/Shanghai,3841873
Nanning,Nanning,CN,22.81667,108.31667,Asia/Shanghai,3839800
Shantou,Shantou,CN,23.35489,116.67876,Asia/Shanghai,3838900
Los Angeles,Los Angeles,US,34.05223,-118.24368,America/Los_Angeles,3820914
Faisalabad,Faisalabad,PK,31.41554,73.08969,Asia/Karachi,3800193
Dubai,Dubai,AE,25.07725,55.30927,Asia/Dubai,3790000
Yokohama,Yokohama,JP,35.43333,139.65,Asia/Tokyo,3777491
Fuzhou,Fuzhou,CN,26.06139,119.30611,Asia/Shanghai,3740000
Ningbo,Ningbo,CN,29.87819,121.54945,Asia/Shanghai,3731203
Casablanca,Casablanca,MA,33.58831,-7.61138,Africa/Casablanca,3665954
Ibadan,Ibadan,NG,7.37756,3.90591,Africa/Lagos,3649000
Puyang,Puyang,CN,29.45679,119.88872,Asia/Shanghai,3590000
Ankara,Ankara,TR,39.91987,32.85427,Europe/Istanbul,3517182
Shiyan,Shiyan,CN,32.6475,110.77806,Asia/Shanghai,3460000
Berlin,Berlin,DE,52.52437,13.41053,Europe/Berlin,3426354
Tangshan,Tangshan,CN,39.64381,118.18319,Asia/Shanghai,3372102
Rawalpindi,Rawalpindi,PK,33.59733,73.0479,Asia/Karachi,3357612
Lüliang,Lueliang,CN,37.5192,111.14436,Asia/Shanghai,3346500
Durban,Durban,ZA,-29.8579,31.0292,Africa/Johannesburg,3338026
Changzhou,Changzhou,CN,31.77359,119.95401,Asia/Shanghai,3290918
Busan,Busan,KR,35.10168,129.03004,Asia/Seoul,3285147
Madrid,Madrid,ES,40.4165,-3.70256,Europe/Madrid,3255944
Pyongyang,Pyongyang,KP,39.03385,125.75432,Asia/Pyongyang,3222000
Zibo,Zibo,CN,36.79056,118.06333,Asia/Shanghai,3129228
Pune,Pune,IN,18.51957,73.85535,Asia/Kolkata,3124458
Bursa,Bursa,TR,40.19559,29.06013,Europe/Istanbul,3101833
Changsha,Changsha,CN,28.19874,112.97087,Asia/Shanghai,3093980
Quezon City,Quezon City,PH,14.6488,121.0509,Asia/Manila,3084270
Jaipur,Jaipur,IN,26.91962,75.78781,Asia/Kolkata,3046163
Guiyang,Guiyang,CN,26.58333,106.71667,Asia/Shanghai,3037159
Ürümqi,UEruemqi,CN,43.80096,87.60046,Asia/Urumqi,3029372
Incheon,Incheon,KR,37.45646,126.70515,Asia/Seoul,3015482
Lanzhou,Lanzhou,CN,36.05701,103.83987,Asia/Shanghai,3000000
Caracas,Caracas,VE,10.48801,-66.87919,America/Caracas,3000000
Kyiv,Kyiv,UA,50.45466,30.5238,Europe/Kyiv,2952301
İzmir,Izmir,TR,38.41273,27.13838,Europe/Istanbul,2938292
Huizhou,Huizhou,CN,23.11147,114.41523,Asia/Shanghai,2900113
Buenos Aires,Buenos Aires,AR,-34.61315,-58.37723,America/Argentina/Buenos_Aires,2891082
Surabaya,Surabaya,ID,-7.24917,112.75083,Asia/Jakarta,2874314
Haikou,Haikou,CN,20.03421,110.34651,Asia/Shanghai,2873358
Taichung,Taichung,TW,24.1469,120.6839,Asia/Taipei,2850285
Kanpur,Kanpur,IN,26.46523,80.34975,Asia/Kolkata,2823249
Toronto,Toronto,CA,43.70643,-79.39864,America/Toronto,2794356
Quito,Quito,EC,-0.22985,-78.52495,America/Guayaquil,2781641
Brisbane,Brisbane,AU,-27.46794,153.02809,Australia/Brisbane,2780063
Luanda,Luanda,AO,-8.83682,13.23432,Africa/Luanda,2776168
Osaka,Osaka,JP,34.69379,135.50107,Asia/Tokyo,2753862
Linyi,Linyi,CN,35.06306,118.34278,Asia/Shanghai,2743843
Baoding,Baoding,CN,38.87288,115.46246,Asia/Shanghai,2739887
Kaohsiung,Kaohsiung,TW,22.61626,120.31333,Asia/Taipei,2737660
Brooklyn,Brooklyn,US,40.6501,-73.94958,America/New_York,2736074
Guayaquil,Guayaquil,EC,-2.19616,-79.88621,America/Guayaquil,2723665
Belo Horizonte,Belo Horizonte,BR,-19.92083,-43.93778,America/Sao_Paulo,2721564
Minhang,Minhang,CN,31.10881,121.37471,Asia/Shanghai,2716600
Bazhong,Bazhong,CN,31.8694,106.74432,Asia/Shanghai,2712894
Salvador,Salvador,BR,-12.97563,-38.49096,America/Bahia,2711840
Abuja,Abuja,NG,9.05785,7.49508,Africa/Lagos,2690000
Gazipur,Gazipur,BD,23.99844,90.42234,Asia/Dhaka,2674697
Chicago,Chicago,US,41.85003,-87.65005,America/Chicago,2664452
Wenzhou,Wenzhou,CN,27.99942,120.66682,Asia/Shanghai,2650000
Dakar,Dakar,SN,14.6937,-17.44406,Africa/Dakar,2646503
Haiphong,Haiphong,VN,20.86481,106.68345,Asia/Bangkok,2625200
Yunfu,Yunfu,CN,22.92787,112.03809,Asia/Shanghai,2612800
Navi Mumbai,Navi Mumbai,IN,19.03681,73.01582,Asia/Kolkata,2600000
Mogadishu,Mogadishu,SO,2.03711,45.34375,Africa/Mogadishu,2587183
Bekasi,Bekasi,ID,-6.2349,106.9896,Asia/Jakarta,2564940
Kumasi,Kumasi,GH,6.68848,-1.62443,Africa/Accra,2544530
Gujranwala,Gujranwala,PK,32.15567,74.18705,Asia/Karachi,2511118
Huai'an,Huai'an,CN,33.58861,119.01917,Asia/Shanghai,2494013
Lucknow,Lucknow,IN,26.83928,80.92313,Asia/Kolkata,2472011
Bandung,Bandung,ID,-6.92222,107.60694,Asia/Jakarta,2444160
Medan,Medan,ID,3.58333,98.66667,Asia/Jakarta,2435252
Ouagadougou,Ouagadougou,BF,12.36566,-1.53388,Africa/Ouagadougou,2415266
Nagpur,Nagpur,IN,21.14631,79.08491,Asia/Kolkata,2405665
Fortaleza,Fortaleza,BR,-3.71722,-38.54306,America/Fortaleza,2400000
Cali,Cali,CO,3.43054,-76.5199,America/Bogota,2392877
Daegu,Daegu,KR,35.87028,128.59111,Asia/Seoul,2365523
Algiers,Algiers,DZ,36.73225,3.08746,Africa/Algiers,2364230
Nanchang,Nanchang,CN,28.68396,115.85306,Asia/Shanghai,2357839
Baku,Baku,AZ,40.37767,49.89201,Asia/Baku,2351300
Hohhot,Hohhot,CN,40.81056,111.65222,Asia/Shanghai,2350000
Nagoya,Nagoya,JP,35.18147,136.90641,Asia/Tokyo,2332176
Rome,Rome,IT,41.89193,12.51133,Europe/Rome,2318895
Queens,Queens,US,40.68149,-73.83652,America/New_York,2316841
Houston,Houston,US,29.76328,-95.36327,America/Chicago,2314157
Perth,Perth,AU,-31.95224,115.8614,Australia/Perth,2309338
Mashhad,Mashhad,IR,36.29807,59.60567,Asia/Tehran,2307177
Shaoxing,Shaoxing,CN,30.00237,120.57864,Asia/Shanghai,2300000
Nantong,Nantong,CN,32.03028,120.87472,Asia/Shanghai,2273326
Baoshan,Baoshan,CN,31.40845,121.48956,Asia/Shanghai,2265900
Kowloon,Kowloon,HK,22.31667,114.18333,Asia/Hong_Kong,2232339
Yantai,Yantai,CN,37.47649,121.44081,Asia/Shanghai,2227733
Gaziantep,Gaziantep,TR,37.05944,37.3825,Europe/Istanbul,2222415
Lubumbashi,Lubumbashi,CD,-11.66089,27.47938,Africa/Lubumbashi,2221925
Manaus,Manaus,BR,-3.10194,-60.025,America/Manaus,2219580
Lusaka,Lusaka,ZM,-15.40669,28.28713,Africa/Lusaka,2212301
Brasília,Brasilia,BR,-15.77972,-47.92972,America/Sao_Paulo,2207718
Zhuhai,Zhuhai,CN,22.27694,113.56778,Asia/Shanghai,2207090
Santo Domingo,Santo Domingo,DO,18.47186,-69.89232,America/Santo_Domingo,2201941
Lomé,Lome,TG,6.12874,1.22154,Africa/Lome,2188376
Multan,Multan,PK,30.19679,71.47824,Asia/Karachi,2169915
Havana,Havana,CU,23.13302,-82.38304,America/Havana,2163824
Baotou,Baotou,CN,40.6516,109.84389,Asia/Shanghai,2150000
Depok,Depok,ID,-6.4,106.81861,Asia/Jakarta,2145400
Paris,Paris,FR,48.85341,2.3488,Europe/Paris,2138551
Coimbatore,Coimbatore,IN,11.00555,76.96612,Asia/Kolkata,2136916
Qingyang,Qingyang,CN,35.70976,107.64455,Asia/Shanghai,2125400
Port Harcourt,Port Harcourt,NG,4.77742,7.0134,Africa/Lagos,2120000
Pretoria,Pretoria,ZA,-25.74486,28.18783,Africa/Johannesburg,2112693
Córdoba,Cordoba,AR,-31.40648,-64.18853,America/Argentina/Cordoba,2106734
Mbuji-Mayi,Mbuji-Mayi,CD,-6.13603,23.58979,Africa/Lubumbashi,2101332
Aleppo,Aleppo,SY,36.20124,37.16117,Asia/Damascus,2098210
Kunshan,Kunshan,CN,31.37762,120.95431,Asia/Shanghai,2092496
Al Mawşil al Jadīdah,Al Mawsil al Jadidah,IQ,36.33271,43.10555,Asia/Baghdad,2065597
Weifang,Weifang,CN,36.71,119.10194,Asia/Shanghai,2044028
Zunyi,Zunyi,CN,27.68667,106.90722,Asia/Shanghai,2037775
Al Başrah al Qadīmah,Al Basrah al Qadimah,IQ,30.50316,47.81507,Asia/Baghdad,2015483
La Paz,La Paz,BO,-16.5,-68.15,America/La_Paz,2004652
Lianyungang,Lianyungang,CN,34.59845,119.21556,Asia/Shanghai,2001009
Medellín,Medellin,CO,6.245,-75.57151,America/Bogota,1999979
Indore,Indore,IN,22.71792,75.8333,Asia/Kolkata,1994397
Brazzaville,Brazzaville,CG,-4.26613,15.28318,Africa/Brazzaville,1982000
Tashkent,Tashkent,UZ,41.26465,69.21627,Asia/Tashkent,1978028
Ganzhou,Ganzhou,CN,25.84664,114.9326,Asia/Shanghai,1977253
Almaty,Almaty,KZ,43.25249,76.9115,Asia/Almaty,1977011
Khartoum,Khartoum,SD,15.55177,32.53241,Africa/Khartoum,1974647
Hamburg,Hamburg,DE,53.55073,9.99302,Europe/Berlin,1973896
Sapporo,Sapporo,JP,43.06667,141.35,Asia/Tokyo,1973832
Songjiang,Songjiang,CN,31.03443,121.22326,Asia/Shanghai,1973500
Accra,Accra,GH,5.55602,-0.1969,Africa/Accra,1963264
Curitiba,Curitiba,BR,-25.42778,-49.27306,America/Sao_Paulo,1948626
Ordos,Ordos,CN,39.6086,109.78157,Asia/Shanghai,1940653
Sanaa,Sanaa,YE,15.35452,44.20646,Asia/Aden,1937451
Conakry,Conakry,GN,9.53795,-13.67729,Africa/Conakry,1928389
Tijuana,Tijuana,MX,32.5027,-117.00371,America/Tijuana,1922523
Hyderabad,Hyderabad,PK,25.39689,68.37718,Asia/Karachi,1921275
Beirut,Beirut,LB,33.89332,35.50157,Asia/Beirut,1916100
Tangerang,Tangerang,ID,-6.17806,106.63,Asia/Jakarta,1912679
Jieyang,Jieyang,CN,23.5418,116.36581,Asia/Shanghai,1899394
Jilin,Jilin,CN,43.84652,126.5608,Asia/Shanghai,1895865
Jiading,Jiading,CN,31.38575,121.24465,Asia/Shanghai,1886100
Bucharest,Bucharest,RO,44.43225,26.10626,Europe/Bucharest,1877155
Camayenne,Camayenne,GN,9.535,-13.68778,Africa/Conakry,1871242
Kakamega,Kakamega,KE,0.28422,34.75229,Africa/Nairobi,1867579
Shangqiu,Shangqiu,CN,34.4143,115.65613,Asia/Shanghai,1859723
Nanchong,Nanchong,CN,30.79508,106.08473,Asia/Shanghai,1858875
Tainan,Tainan,TW,22.99083,120.21333,Asia/Taipei,1856642
Datong,Datong,CN,40.09361,113.29139,Asia/Shanghai,1850000
Kaduna,Kaduna,NG,10.52641,7.43879,Africa/Lagos,1850000
Omdurman,Omdurman,SD,15.64453,32.47773,Africa/Khartoum,1849659
Davao,Davao,PH,7.07306,125.61278,Asia/Manila,1848947
Thāne,Thane,IN,19.19704,72.96355,Asia/Kolkata,1841488
Iztapalapa,Iztapalapa,MX,19.35529,-99.06224,America/Mexico_City,1835486
Diyarbakır,Diyarbakir,TR,37.91363,40.21721,Europe/Istanbul,1833684
Santa Cruz de la Sierra,Santa Cruz de la Sierra,BO,-17.78629,-63.18117,America/La_Paz,1831434
Vadodara,Vadodara,IN,22.29941,73.20812,Asia/Kolkata,1822221
Adana,Adana,TR,36.98615,35.32531,Europe/Istanbul,1816750
Nanyang,Nanyang,CN,33.00524,112.54659,Asia/Shanghai,1811812
Abu Dhabi,Abu Dhabi,AE,24.45118,54.39696,Asia/Dubai,1807000
Sharjah,Sharjah,AE,25.3342,55.41221,Asia/Dubai,1800000
Bhopal,Bhopal,IN,23.25469,77.40289,Asia/Kolkata,1798218
Jiangmen,Jiangmen,CN,22.58333,113.08333,Asia/Shanghai,1795459
Benin City,Benin City,NG,6.33815,5.62575,Africa/Lagos,1782000
Jiangyin,Jiangyin,CN,31.91102,120.26302,Asia/Shanghai,1779515
Fuyang,Fuyang,CN,32.9,115.81667,Asia/Shanghai,1768947
Montréal,Montreal,CA,45.50884,-73.58781,America/Toronto,1762949
Bayan Nur,Bayan Nur,CN,40.74143,107.38599,Asia/Shanghai,1760000
Maracaibo,Maracaibo,VE,10.64232,-71.61089,America/Caracas,1752602
Chaozhou,Chaozhou,CN,23.65396,116.62262,Asia/Shanghai,1750945
Minsk,Minsk,BY,53.90019,27.56653,Europe/Minsk,1742124
Budapest,Budapest,HU,47.49835,19.04045,Europe/Budapest,1741041
Qingyuan,Qingyuan,CN,23.7,113.03333,Asia/Shanghai,1738424
Tai’an,Tai'an,CN,36.18528,117.12,Asia/Shanghai,1735425
Rasapūdipalem,Rasapudipalem,IN,17.73308,83.31622,Asia/Kolkata,1728128
Pimpri-Chinchwad,Pimpri-Chinchwad,IN,18.61867,73.80375,Asia/Kolkata,1727692
Caloocan,Caloocan,PH,14.64953,120.96788,Asia/Manila,1712945
Warsaw,Warsaw,PL,52.22977,21.01178,Europe/Warsaw,1702139
Soweto,Soweto,ZA,-26.26781,27.85849,Africa/Johannesburg,1695047
Puebla,Puebla,MX,19.04778,-98.20723,America/Mexico_City,1692181
Vienna,Vienna,AT,48.20849,16.37208,Europe/Vienna,1691468
Barcelona,Barcelona,ES,41.38879,2.15899,Europe/Madrid,1686208
Patna,Patna,IN,25.59408,85.13563,Asia/Kolkata,1684297
Mosul,Mosul,IQ,36.335,43.11889,Asia/Baghdad,1683000
Kallakurichi,Kallakurichi,IN,11.73379,78.95925,Asia/Kolkata,1682687
Kampala,Kampala,UG,0.31628,32.58219,Africa/Kampala,1680600
Xining,Xining,CN,36.62554,101.75739,Asia/Shanghai,1677177
Changshu,Changshu,CN,31.64615,120.74221,Asia/Shanghai,1677050
Palembang,Palembang,ID,-2.91673,104.7458,Asia/Jakarta,1668848
Huainan,Huainan,CN,32.62639,116.99694,Asia/Shanghai,1666826
Rabat,Rabat,MA,34.01325,-6.83255,Africa/Casablanca,1655753
Semarang,Semarang,ID,-6.99306,110.42083,Asia/Jakarta,1653524
Recife,Recife,BR,-8.05389,-34.88111,America/Recife,1653461
Phoenix,Phoenix,US,33.44838,-112.07404,America/Phoenix,1650070
Suzhou,Suzhou,CN,33.63611,116.97889,Asia/Shanghai,1647642
Ecatepec de Morelos,Ecatepec de Morelos,MX,19.60492,-99.06064,America/Mexico_City,1645352
Lu’an,Lu'an,CN,31.73561,116.51688,Asia/Shanghai,1644344
Valencia,Valencia,VE,10.16153,-68.00044,America/Caracas,1619470
Ludhiana,Ludhiana,IN,30.91204,75.85379,Asia/Kolkata,1618879
Yancheng,Yancheng,CN,33.3575,120.1573,Asia/Shanghai,1615717
Novosibirsk,Novosibirsk,RU,55.02259,82.93175,Asia/Novosibirsk,1612833
Erbil,Erbil,IQ,36.19117,44.00943,Asia/Baghdad,1612700
Fukuoka,Fukuoka,JP,33.6,130.41667,Asia/Tokyo,1612392
Taizhou,Taizhou,CN,32.49069,119.90812,Asia/Shanghai,1607108
Daqing,Daqing,CN,46.58333,125,Asia/Shanghai,1604027
Manila,Manila,PH,14.6042,120.9822,Asia/Manila,1600000
Wuhu,Wuhu,CN,31.35259,118.42947,Asia/Shanghai,1598165
Santiago de Querétaro,Santiago de Queretaro,MX,20.58806,-100.38806,America/Mexico_City,1594212
Dazhou,Dazhou,CN,31.2106,107.46308,Asia/Shanghai,1589435
Yangzhou,Yangzhou,CN,32.39722,119.43583,Asia/Shanghai,1584237
León de los Aldama,Leon de los Aldama,MX,21.12183,-101.68253,America/Mexico_City,1579803
Makkah,Makkah,SA,21.42664,39.82563,Asia/Riyadh,1578722
Philadelphia,Philadelphia,US,39.95238,-75.16362,America/New_York,1573916
Phnom Penh,Phnom Penh,KH,11.56245,104.91601,Asia/Phnom_Penh,1573544
Guilin,Guilin,CN,25.28022,110.29639,Asia/Shanghai,1572300
Damascus,Damascus,SY,33.5102,36.29128,Asia/Damascus,1569394
Quetta,Quetta,PK,30.18414,67.00141,Asia/Karachi,1565546
Zhaoqing,Zhaoqing,CN,23.04893,112.46091,Asia/Shanghai,1553109
Onitsha,Onitsha,NG,6.14978,6.78569,Africa/Lagos,1553000
Mianyang,Mianyang,CN,31.46784,104.68168,Asia/Shanghai,1550000
Auckland,Auckland,NZ,-36.84853,174.76349,Pacific/Auckland,1547200
Isfahan,Isfahan,IR,32.65246,51.67462,Asia/Tehran,1547164
Wanzhou,Wanzhou,CN,30.76451,108.39586,Asia/Shanghai,1545900
Harare,Harare,ZW,-17.82772,31.05337,Africa/Harare,1542813
Monrovia,Monrovia,LR,6.30054,-10.7969,Africa/Monrovia,1542549
Putian,Putian,CN,25.43944,119.01028,Asia/Shanghai,1539389
Kawasaki,Kawasaki,JP,35.52056,139.71722,Asia/Tokyo,1538262
Goiânia,Goiania,BR,-16.67861,-49.25389,America/Sao_Paulo,1536097
San Antonio,San Antonio,US,29.42412,-98.49363,America/Chicago,1526656
Kobe,Kobe,JP,34.6913,135.183,Asia/Tokyo,1525152
Stockholm,Stockholm,SE,59.32938,18.06871,Europe/Stockholm,1515017
Ciudad Juárez,Ciudad Juarez,MX,31.72024,-106.46084,America/Ciudad_Juarez,1512450
Cần Thơ,Can Tho,VN,10.03711,105.78825,Asia/Ho_Chi_Minh,1507187
Munich,Munich,DE,48.13743,11.57549,Europe/Berlin,1505005
Khulna,Khulna,BD,22.80979,89.56439,Asia/Dhaka,1500689
Belém,Belem,BR,-1.45583,-48.50444,America/Belem,1499641
Yekaterinburg,Yekaterinburg,RU,56.85733,60.61529,Asia/Yekaterinburg,1495066
Porto Alegre,Porto Alegre,BR,-30.03283,-51.23019,America/Sao_Paulo,1488252
Yinchuan,Yinchuan,CN,38.46806,106.27306,Asia/Shanghai,1487579
Manhattan,Manhattan,US,40.78343,-73.96625,America/New_York,1487536
Nashik,Nashik,IN,19.99727,73.79096,Asia/Kolkata,1486053
Taizhou,Taizhou,CN,28.66266,121.43312,Asia/Shanghai,1485502
Asunción,Asuncion,PY,-25.28646,-57.647,America/Asuncion,1482200
Yiwu,Yiwu,CN,29.31506,120.07676,Asia/Shanghai,1481384
Zapopan,Zapopan,MX,20.72111,-103.38742,America/Mexico_City,1476491
Adelaide,Adelaide,AU,-34.92866,138.59863,Australia/Adelaide,1469163
Quanzhou,Quanzhou,CN,24.91389,118.58583,Asia/Shanghai,1469157
Madurai,Madurai,IN,9.919,78.11953,Asia/Kolkata,1465625
Jinhua,Jinhua,CN,29.10678,119.64421,Asia/Shanghai,1463990
Kyoto,Kyoto,JP,35.02107,135.75385,Asia/Tokyo,1463723
Cixi,Cixi,CN,30.1764,121.2457,Asia/Shanghai,1457510
Changde,Changde,CN,29.03205,111.69844,Asia/Shanghai,1457419
Kuala Lumpur,Kuala Lumpur,MY,3.1412,101.68653,Asia/Kuala_Lumpur,1453975
Kayseri,Kayseri,TR,38.73222,35.48528,Europe/Istanbul,1452458
Kaifeng,Kaifeng,CN,34.7986,114.30742,Asia/Shanghai,1451741
Anshan,Anshan,CN,41.12361,122.99,Asia/Shanghai,1450000
Karaj,Karaj,IR,35.83266,50.99155,Asia/Tehran,1448075
Kathmandu,Kathmandu,NP,27.70169,85.3206,Asia/Kathmandu,1442271
Daejeon,Daejeon,KR,36.34913,127.38493,Asia/Seoul,1441203
Baoji,Baoji,CN,34.36775,107.23705,Asia/Shanghai,1437802
Suqian,Suqian,CN,33.94917,118.29583,Asia/Shanghai,1437685
Liuzhou,Liuzhou,CN,24.32405,109.40698,Asia/Shanghai,1436599
Tirunelveli,Tirunelveli,IN,8.72742,77.6838,Asia/Kolkata,1435844
Konya,Konya,TR,37.87135,32.48464,Europe/Istanbul,1433861
Zhangjiagang,Zhangjiagang,CN,31.865,120.53889,Asia/Shanghai,1432044
Agra,Agra,IN,27.18333,78.01667,Asia/Kolkata,1430055
Tabriz,Tabriz,IR,38.08,46.2919,Asia/Tehran,1424641
Makassar,Makassar,ID,-5.14861,119.43194,Asia/Makassar,1423877
Kharkiv,Kharkiv,UA,49.98177,36.25475,Europe/Kyiv,1421125
Jinjiang,Jinjiang,CN,24.81978,118.57415,Asia/Shanghai,1416151
Faridabad,Faridabad,IN,28.41124,77.31316,Asia/Kolkata,1414050
Bozhou,Bozhou,CN,33.87722,115.77028,Asia/Shanghai,1409436
Qujing,Qujing,CN,25.48333,103.78333,Asia/Shanghai,1408500
